interview__id,theme,dev_reason,region,foa,improvement,tcp_contribution,period,value,status,shrinked
801879421250437c974115c041d2477e,Safety and Security,,Asia and the Pacific,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
801879421250437c974115c041d2477e,Safety and Security,,Asia and the Pacific,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
961215d7187a4435a54e40d4b0548758,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
961215d7187a4435a54e40d4b0548758,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
961215d7187a4435a54e40d4b0548758,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
961215d7187a4435a54e40d4b0548758,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
983ea1be6c7f4ffdaa6dcb74a5e2694c,Food and Agriculture,There is no staff to implement technology,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Shrinked
983ea1be6c7f4ffdaa6dcb74a5e2694c,Food and Agriculture,There is no staff to implement technology,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,,2023,No capacity,0.No Capacity,Shrinked
9fd61c7a8ed6460d92a773e8d9648604,Food and Agriculture,,Africa,Livestock production,Sustainable animal production/livestock productivity,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
9fd61c7a8ed6460d92a773e8d9648604,Food and Agriculture,,Africa,Livestock production,Sustainable animal production/livestock productivity,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
a6d94ee779774c368a0f0795c05c69a7,Health and Nutrition,,Asia and the Pacific,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
a6d94ee779774c368a0f0795c05c69a7,Health and Nutrition,,Asia and the Pacific,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
ae8f474940ab49da98120a8989158c80,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,No capacity,0.No Capacity,Improved
ae8f474940ab49da98120a8989158c80,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,No capacity,0.No Capacity,Improved
ae8f474940ab49da98120a8989158c80,Health and Nutrition,There is no staff left to operate equipment,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Shrinked
ae8f474940ab49da98120a8989158c80,Health and Nutrition,There is no staff left to operate equipment,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,2023,No capacity,0.No Capacity,Shrinked
af6ea9b0c6d3458abd71e1f2a94c73e0,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
af6ea9b0c6d3458abd71e1f2a94c73e0,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
af6ea9b0c6d3458abd71e1f2a94c73e0,Health and Nutrition,,Asia and the Pacific,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
af6ea9b0c6d3458abd71e1f2a94c73e0,Health and Nutrition,,Asia and the Pacific,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b08f727537cc478abe4572155192ea9a,Food and Agriculture,,Asia and the Pacific,Food safety,Food safety and quality control,1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
b08f727537cc478abe4572155192ea9a,Food and Agriculture,,Asia and the Pacific,Food safety,Food safety and quality control,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
c848f4cfade04046b0194de325574fca,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
c848f4cfade04046b0194de325574fca,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
c848f4cfade04046b0194de325574fca,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
c848f4cfade04046b0194de325574fca,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
c945ee1cedc5417aa55c64f9b3b4e436,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
c945ee1cedc5417aa55c64f9b3b4e436,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
c945ee1cedc5417aa55c64f9b3b4e436,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
c945ee1cedc5417aa55c64f9b3b4e436,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
cbfc89ca7f004a03aa381b361af64774,Industrial Applications/Radiation technology,,Asia and the Pacific,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
cbfc89ca7f004a03aa381b361af64774,Industrial Applications/Radiation technology,,Asia and the Pacific,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
cbfc89ca7f004a03aa381b361af64774,Industrial Applications/Radiation technology,,Asia and the Pacific,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
cbfc89ca7f004a03aa381b361af64774,Industrial Applications/Radiation technology,,Asia and the Pacific,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
ef559dcebf4c4009b7e227227a123e5d,Food and Agriculture,,Latin America and the Caribbean,Livestock production,Sustainable animal production/livestock productivity,1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
ef559dcebf4c4009b7e227227a123e5d,Food and Agriculture,,Latin America and the Caribbean,Livestock production,Sustainable animal production/livestock productivity,1.To some extent,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
ef559dcebf4c4009b7e227227a123e5d,Food and Agriculture,,Latin America and the Caribbean,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
ef559dcebf4c4009b7e227227a123e5d,Food and Agriculture,,Latin America and the Caribbean,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,1.To some extent,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
f19983dd3ea0485aa91ce9be5f5ed369,Health and Nutrition,,Africa,Nutrition for improved health,Effective evidenced-based nutrition programming,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
f19983dd3ea0485aa91ce9be5f5ed369,Health and Nutrition,,Africa,Nutrition for improved health,Effective evidenced-based nutrition programming,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
f20380711d6b4880a8114d652598e474,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
f20380711d6b4880a8114d652598e474,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
