country,theme,foa,outcome,int_outcome,when_outcome,when_int_outcome,achieved_outcome,region,improvement,foa_nlo1_effectiveness,achieved_int_outcome
Cuba,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Increased used of new technologies,Introduce new technologies,< 2000,N/A,1,Latin America and the Caribbean,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Cuba,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,New profession recognized,Curricula in new professions,< 2000,2015-2019,1,Latin America and the Caribbean,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1
Cuba,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Use of data to inform policies,Produce data to inform policies,< 2000,2015-2019,1,Latin America and the Caribbean,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1
Cuba,Health and Nutrition,Nuclear medicine and diagnostic imaging,Adoption of regulatory frameworks,Develop regulatory frameworks,< 2000,< 2000,1,Latin America and the Caribbean,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Cuba,Health and Nutrition,Nuclear medicine and diagnostic imaging,Creation of new Institution,Upgraded institutions,< 2000,2015-2019,1,Latin America and the Caribbean,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Cuba,Health and Nutrition,Nuclear medicine and diagnostic imaging,Increased used of new technologies,Introduce new technologies,< 2000,< 2000,1,Latin America and the Caribbean,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Cuba,Health and Nutrition,Nuclear medicine and diagnostic imaging,New profession recognized,Curricula in new professions,< 2000,< 2000,1,Latin America and the Caribbean,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Cuba,Health and Nutrition,Nuclear medicine and diagnostic imaging,Use of data to inform policies,Produce data to inform policies,< 2000,< 2000,1,Latin America and the Caribbean,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Cuba,Industrial Applications/Radiation technology,Accelerator technology,Adoption of regulatory frameworks,Develop regulatory frameworks,< 2000,< 2000,1,Latin America and the Caribbean,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Cuba,Industrial Applications/Radiation technology,Accelerator technology,Creation of new Institution,Upgraded institutions,2015-2019,2015-2019,1,Latin America and the Caribbean,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Cuba,Industrial Applications/Radiation technology,Accelerator technology,Increased used of new technologies,Introduce new technologies,2015-2019,2010-2014,1,Latin America and the Caribbean,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Cuba,Industrial Applications/Radiation technology,Accelerator technology,New profession recognized,Curricula in new professions,N/A,N/A,0,Latin America and the Caribbean,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,0
Cuba,Industrial Applications/Radiation technology,Accelerator technology,Use of data to inform policies,Produce data to inform policies,2015-2019,< 2000,1,Latin America and the Caribbean,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,1
Cuba,Industrial Applications/Radiation technology,Reference products for science and trade,Adoption of regulatory frameworks,Develop regulatory frameworks,< 2000,< 2000,1,Latin America and the Caribbean,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
Cuba,Industrial Applications/Radiation technology,Reference products for science and trade,Creation of new Institution,Upgraded institutions,2015-2019,2015-2019,1,Latin America and the Caribbean,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
Cuba,Industrial Applications/Radiation technology,Reference products for science and trade,Increased used of new technologies,Introduce new technologies,2015-2019,2015-2019,1,Latin America and the Caribbean,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
Cuba,Industrial Applications/Radiation technology,Reference products for science and trade,New profession recognized,Curricula in new professions,N/A,N/A,0,Latin America and the Caribbean,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,0
Cuba,Industrial Applications/Radiation technology,Reference products for science and trade,Use of data to inform policies,Produce data to inform policies,2015-2019,2015-2019,1,Latin America and the Caribbean,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1
