id,country,theme,foa,when,achieved,level,indicator,region,improvement,foa_nlo1_effectiveness,id_outcome
A723,Georgia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Increased used of new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A723,Georgia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Introduce new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A724,Georgia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,New profession recognized,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A724,Georgia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Curricula in new professions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A725,Georgia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Use of data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A725,Georgia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Produce data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A726,Ghana,FOOD and AGRICULTURE,Crop production,,0,outcome,Adoption of regulatory frameworks,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A726,Ghana,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Develop regulatory frameworks,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A727,Ghana,FOOD and AGRICULTURE,Crop production,,0,outcome,Creation of new Institution,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A727,Ghana,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Upgraded institutions,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A728,Ghana,FOOD and AGRICULTURE,Crop production,,0,outcome,Increased used of new technologies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A728,Ghana,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Introduce new technologies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A729,Ghana,FOOD and AGRICULTURE,Crop production,,0,outcome,New profession recognized,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A729,Ghana,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Curricula in new professions,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A730,Ghana,FOOD and AGRICULTURE,Crop production,,0,outcome,Use of data to inform policies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A730,Ghana,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Produce data to inform policies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A731,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Adoption of regulatory frameworks,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A731,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Develop regulatory frameworks,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A732,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Creation of new Institution,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A732,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Upgraded institutions,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A733,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Increased used of new technologies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A733,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Introduce new technologies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A734,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,outcome,New profession recognized,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A734,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Curricula in new professions,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A735,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Use of data to inform policies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A735,Ghana,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Produce data to inform policies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A736,Ghana,FOOD and AGRICULTURE,Food safety,,0,outcome,Adoption of regulatory frameworks,Africa,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A736,Ghana,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Develop regulatory frameworks,Africa,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A737,Ghana,FOOD and AGRICULTURE,Food safety,,0,outcome,Creation of new Institution,Africa,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A737,Ghana,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Upgraded institutions,Africa,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A738,Ghana,FOOD and AGRICULTURE,Food safety,,0,outcome,Increased used of new technologies,Africa,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A738,Ghana,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Introduce new technologies,Africa,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
